40,Camarhynchus pallidus
40,Centropristis striata
40,Cephalorhynchus commersonii
40,Ctenomys boliviensis
40,Cuniculus taczanowskii
40,Dasypus kappleri
40,Eudontomyzon morii
40,Furipterus horrens
40,Galictis vittata
40,Gonyosoma boulengeri
40,Limia vittata
40,Lycodichthys dearborni
40,Microtus richardsoni
40,Myzopoda aurita
40,Opisthotropis maculosa
40,Planigale gilesi
40,Pseudonestor xanthophrys
40,Rhinoclemmys pulcherrima
41,Acrossocheilus fasciatus
41,Camarhynchus parvulus
41,Cynotilapia pulpican
41,Falco mexicanus
41,Lonchorhina aurita
41,Lontra felina
41,Macaca nigrescens
41,Micropterus henshalli
41,Mormoops megalophylla
41,Mugilogobius abei
41,Oryzias marmoratus
41,Pachycara brachycephalum
41,Prodotiscus insignis
41,Pseudelaphe flavirufa
41,Regalecus glesne
41,Sebastes atrovirens
41,Stylodipus telum
41,Triaenodon obesus
42,Callipepla gambelii
42,Chelodina longicollis
42,Cricetomys gambianus
42,Echimys chrysurus
42,Elanoides forficatus
42,Erinaceus amurensis
42,Euaegotheles insignis
42,Iberochondrostoma almacai
42,Lycalopex culpaeus
42,Megaderma spasma
42,Megapodius eremita
42,Neolamprologus prochilus
42,Perameles bougainville
42,Petromus typicus
42,Platyrrhinus lineatus
42,Podiceps auritus
42,Profelis aurata
42,Rhinonicteris aurantia
42,Sillago ciliata
42,Smithornis rufolateralis
42,Totoaba macdonaldi
42,Xenopus mellotropicalis
43,Amazona oratrix
43,Amblycirrhitus pinos
43,Anser erythropus
43,Ariopsis felis
43,Artibeus fimbriatus
43,Calamaria pavimentata
43,Chasmistes brevirostris
43,Eulemur flavifrons
43,Gobius niger
43,Oscaecilia ochrocephala
43,Pelusios subniger
43,Plecturocebus donacophilus
43,Pseudemys nelsoni
43,Rhinolophus creaghi
43,Schizothorax davidi
43,Strix occidentalis
43,Urocitellus richardsonii
43,Xiphophorus nigrensis
44,Antechinus stuartii
44,Aramus guarauna
44,Bogertophis subocularis
44,Catostomus clarkii
44,Chiromyscus chiropus
44,Hebius octolineatum
44,Hebius optatum
44,Lagocephalus lagocephalus
44,Leuciscus idus
44,Lycodon semicarinatus
44,Lythrurus umbratilis
44,Macaca ochreata
44,Notothenia angustata
44,Platyspiza crassirostris
44,Pleurogrammus azonus
44,Ptyas nigromarginata
44,Rhabdophis leonardi
44,Sapajus xanthosternos
44,Scombrolabrax heterolepis
44,Serinus albogularis
44,Sinocyclocheilus furcodorsalis
44,Sotalia fluviatilis
44,Sphyraena sphyraena
44,Sus celebensis
45,Aepyprymnus rufescens
45,Anodonthyla boulengerii
45,Cyphotilapia gibberosa
45,Dasykaluta rosamondae
45,Dendrelaphis pictus
45,Dryophytes cinereus
45,Epinephelus aeneus
45,Gallinago gallinago
45,Hebius venningi
45,Heterotilapia buttikoferi
45,Hipposideros galeritus
45,Hoplostethus atlanticus
45,Hydrochoerus hydrochaeris
45,Jynx ruficollis
45,Lampropeltis mexicana
45,Mesophylla macconnelli
45,Microtus socialis
45,Mitsukurina owstoni
45,Neolamprologus caudopunctatus
45,Octodontomys gliroides
45,Oligodon fasciolatus
45,Opisthotropis laui
45,Pluvialis squatarola
45,Pycnonotus melanicterus
45,Serinus dorsostriatus
46,Alethe castanea
