org1,org2,dst
Cercocebus atys,Macaca nemestrina,0.010254770280353907
Aquila chrysaetos,Haliaeetus leucocephalus,0.010256410256410256
Marmota flaviventris,Marmota marmota,0.010285029638037584
Neopelma chrysocephalum,Pipra filicauda,0.010393258426966291
Homo sapiens,Pan paniscus,0.010433091558919373
Corapipo altera,Neopelma chrysocephalum,0.010621221596831352
Chlorocebus sabaeus,Theropithecus gelada,0.010657992171797312
Parus major,Pseudopodoces humilis,0.010848063973063973
Delphinapterus leucas,Neophocaena asiaeorientalis,0.010907180818193054
Callorhinus ursinus,Odobenus rosmarus,0.010942637924735111
Delphinapterus leucas,Lagenorhynchus obliquidens,0.0109642682329907
Equus caballus,Equus przewalskii,0.011068847470521111
Lepidothrix coronata,Neopelma chrysocephalum,0.011114616193480548
Chlorocebus sabaeus,Papio anubis,0.011156937394247038
Lynx canadensis,Panthera pardus,0.011245126705653022
Bos taurus,Bubalus bubalis,0.011301327378737128
Chrysemys picta,Terrapene carolina,0.011396499238964993
Seriola dumerili,Seriola lalandi,0.011450617283950616
Mandrillus leucophaeus,Theropithecus gelada,0.011507804716041183
Macaca fascicularis,Mandrillus leucophaeus,0.011530398322851153
Lagenorhynchus obliquidens,Monodon monoceros,0.011645338208409507
Lynx canadensis,Lynx pardinus,0.011762407190308714
Macaca mulatta,Mandrillus leucophaeus,0.011829201101928375
Monodon monoceros,Neophocaena asiaeorientalis,0.011868686868686869
Cercocebus atys,Chlorocebus sabaeus,0.01192144373673036
Cercocebus atys,Mandrillus leucophaeus,0.012033333333333333
Chlorocebus sabaeus,Macaca nemestrina,0.012041467304625198
Bison bison,Bos taurus,0.012113535983372305
Ictidomys tridecemlineatus,Marmota flaviventris,0.012215086261176174
Ictidomys tridecemlineatus,Urocitellus parryii,0.012291427843586803
Pteropus alecto,Pteropus vampyrus,0.012320771475701053
Delphinapterus leucas,Orcinus orca,0.012339506172839505
Bos indicus,Bos mutus,0.012344173441734416
Marmota flaviventris,Urocitellus parryii,0.012356640769515353
Gorilla gorilla,Pan troglodytes,0.012401388450615336
Gorilla gorilla,Homo sapiens,0.012405541561712845
Mandrillus leucophaeus,Papio anubis,0.012733090588105483
Acinonyx jubatus,Lynx pardinus,0.01284184726522188
Aptenodytes forsteri,Pygoscelis adeliae,0.012845634661441323
Equus asinus,Equus przewalskii,0.012924382716049381
Mus caroli,Mus musculus,0.012973333333333333
Felis catus,Lynx pardinus,0.013019210799584631
Bison bison,Bos mutus,0.013096654766626999
Lagenorhynchus obliquidens,Neophocaena asiaeorientalis,0.013251670378619154
Panthera pardus,Panthera tigris,0.013274044795783925
Monodon monoceros,Orcinus orca,0.013289118152788014
Ursus arctos,Ursus maritimus,0.013333333333333334
Acinonyx jubatus,Puma concolor,0.013420600290889857
Macaca nemestrina,Mandrillus leucophaeus,0.013456831330663107
Notechis scutatus,Pseudonaja textilis,0.013720981165133596
Gorilla gorilla,Pan paniscus,0.013723266364225535
Lagenorhynchus obliquidens,Tursiops truncatus,0.013783894823336073
Alligator mississippiensis,Alligator sinensis,0.013870711877850486
Macaca fascicularis,Rhinopithecus roxellana,0.013989637305699482
Apteryx australis,Apteryx rowi,0.014009976144003471
Haplochromis burtoni,Oreochromis niloticus,0.014107365792759051
Macaca mulatta,Rhinopithecus roxellana,0.01430031192857911
Astatotilapia calliptera,Oreochromis niloticus,0.014390396008730901
Maylandia zebra,Oreochromis niloticus,0.014394646747587924
Piliocolobus tephrosceles,Rhinopithecus roxellana,0.014423076923076924
Neophocaena asiaeorientalis,Orcinus orca,0.014561534628799203
Homo sapiens,Pongo abelii,0.01466931621318659
Lynx pardinus,Panthera pardus,0.014724164724164723
Bison bison,Bos indicus,0.01477896760021966
Pan troglodytes,Pongo abelii,0.014799510254055709
Felis catus,Puma concolor,0.014871692594069936
Salmo salar,Salmo trutta,0.0149210686095932
Macaca mulatta,Piliocolobus tephrosceles,0.015004235493434985
Bos indicus,Bubalus bubalis,0.015106439243686369
Bos mutus,Bubalus bubalis,0.015229663843982551
Manacus vitellinus,Pipra filicauda,0.01531590413943355
Orcinus orca,Tursiops truncatus,0.015379825653798257
Rhinopithecus roxellana,Theropithecus gelada,0.015499729875742841
Camelus dromedarius,Vicugna pacos,0.015546110252447193
Chlorocebus sabaeus,Mandrillus leucophaeus,0.015644785071642787
Macaca fascicularis,Piliocolobus tephrosceles,0.015728300277244613
Colobus angolensis,Piliocolobus tephrosceles,0.01574012427873946
Panthera pardus,Puma concolor,0.015752880413190305
Corvus brachyrhynchos,Corvus cornix,0.01588235294117647
Ictidomys tridecemlineatus,Marmota marmota,0.015913811007268953
Lepidothrix coronata,Manacus vitellinus,0.015942028985507246
Oreochromis niloticus,Pundamilia nyererei,0.015954415954415956
Empidonax traillii,Neopelma chrysocephalum,0.016035751840168245
Gallus gallus,Numida meleagris,0.016082603254067584
Camelus ferus,Vicugna pacos,0.01609516214779373
Crocodylus porosus,Gavialis gangeticus,0.0161049902786779
Piliocolobus tephrosceles,Theropithecus gelada,0.01617224880382775
Leptonychotes weddellii,Neomonachus schauinslandi,0.016211512717536812
Macaca nemestrina,Rhinopithecus roxellana,0.01621665582303188
Colobus angolensis,Rhinopithecus roxellana,0.016302643369175626
Camelus bactrianus,Vicugna pacos,0.016333985649054143
Enhydra lutris,Mustela putorius,0.016394355737096175
Ailuropoda melanoleuca,Ursus arctos,0.016419661603062862
Cercocebus atys,Rhinopithecus roxellana,0.016427718040621268
Myotis brandtii,Myotis lucifugus,0.01644835584663665
Chlorocebus sabaeus,Rhinopithecus roxellana,0.01646097217711378
Empidonax traillii,Pipra filicauda,0.016552582451773493
Piliocolobus tephrosceles,Rhinopithecus bieti,0.01663929939792009
Cyanistes caeruleus,Parus major,0.016644532979194333
Lagenorhynchus obliquidens,Sousa chinensis,0.01684759916492693
Papio anubis,Piliocolobus tephrosceles,0.01691685297562014
Papio anubis,Rhinopithecus roxellana,0.016942104126161157
Poecilia formosa,Poecilia reticulata,0.016953473550031867
Lynx canadensis,Puma concolor,0.01706015739629185
Orcinus orca,Sousa chinensis,0.017114469633361322
Macaca mulatta,Rhinopithecus bieti,0.017243066884176185
Felis catus,Panthera tigris,0.017305134344240487
Chlorocebus sabaeus,Piliocolobus tephrosceles,0.017380419729413017
Cercocebus atys,Piliocolobus tephrosceles,0.0175104133290612
Macaca nemestrina,Piliocolobus tephrosceles,0.017527813436029098
Manacus vitellinus,Neopelma chrysocephalum,0.01755716798592788
Colobus angolensis,Macaca mulatta,0.017578554163920016
Corapipo altera,Manacus vitellinus,0.017758846657929227
Corapipo altera,Empidonax traillii,0.017779164067373676
Bubalus bubalis,Ovis aries,0.017802746566791507
Marmota marmota,Urocitellus parryii,0.01788302277432712
Bison bison,Bubalus bubalis,0.01788601982263954
Acinonyx jubatus,Panthera tigris,0.017934998018232264
Macaca fascicularis,Rhinopithecus bieti,0.01795459506657935
Empidonax traillii,Lepidothrix coronata,0.017987421383647798
Maylandia zebra,Neolamprologus brichardi,0.018039591315453386
Pseudopodoces humilis,Sturnus vulgaris,0.01806863360535677
Eumetopias jubatus,Neomonachus schauinslandi,0.018111111111111113
Poecilia mexicana,Poecilia reticulata,0.018267691322446367
Neomonachus schauinslandi,Zalophus californianus,0.018301258327165063
Lagenorhynchus obliquidens,Lipotes vexillifer,0.018305190744215136
Colobus angolensis,Rhinopithecus bieti,0.018365504007224292
Colobus angolensis,Macaca fascicularis,0.018390614672835426
Astatotilapia calliptera,Neolamprologus brichardi,0.0184244167465644
Cyanistes caeruleus,Pseudopodoces humilis,0.018429697766097243
Callorhinus ursinus,Neomonachus schauinslandi,0.01847063169560399
Rhinopithecus bieti,Theropithecus gelada,0.01857735560650726
Bos taurus,Ovis aries,0.01860219068956933
Mandrillus leucophaeus,Rhinopithecus roxellana,0.018621848739495798
Parus major,Sturnus vulgaris,0.018625561978163133
Bubalus bubalis,Capra hircus,0.018629295209430647
Lipotes vexillifer,Orcinus orca,0.01870761115297664
Pan paniscus,Pongo abelii,0.018740717165287503
Colobus angolensis,Theropithecus gelada,0.01875068916087772
Delphinapterus leucas,Lipotes vexillifer,0.01883514560679915
Gorilla gorilla,Pongo abelii,0.01891290527654164
Colobus angolensis,Papio anubis,0.018953706772732296
Poecilia latipinna,Poecilia reticulata,0.019008922880815807
Papio anubis,Rhinopithecus bieti,0.019053079947575362
Delphinapterus leucas,Tursiops truncatus,0.019060467690604675
Neomonachus schauinslandi,Odobenus rosmarus,0.019101470769991347
Neolamprologus brichardi,Pundamilia nyererei,0.019263226225251544
Lipotes vexillifer,Monodon monoceros,0.019288739412057797
Chlorocebus sabaeus,Rhinopithecus bieti,0.01929392446633826
Bos taurus,Capra hircus,0.01931931931931932
Poecilia mexicana,Xiphophorus maculatus,0.019402277039848197
Cercocebus atys,Rhinopithecus bieti,0.019478308621636464
Haplochromis burtoni,Neolamprologus brichardi,0.019516490553954532
Macaca nemestrina,Rhinopithecus bieti,0.019543258673693456
Lynx canadensis,Panthera tigris,0.01959099387156941
Lynx pardinus,Puma concolor,0.01964735516372796
Acanthochromis polyacanthus,Amphiprion ocellaris,0.01973973032298526
Poecilia formosa,Xiphophorus maculatus,0.019751337740006297
Monodon monoceros,Tursiops truncatus,0.019812749552526505
Chlorocebus sabaeus,Colobus angolensis,0.019817578772802654
Poecilia formosa,Xiphophorus couchianus,0.019896030245746692
Panthera tigris,Puma concolor,0.0199888096237236
Colobus angolensis,Macaca nemestrina,0.0200321579064094
Pseudopodoces humilis,Taeniopygia guttata,0.020072239422084623
Lipotes vexillifer,Neophocaena asiaeorientalis,0.020092101942972496
Lynx pardinus,Panthera tigris,0.020126441572877588
Phascolarctos cinereus,Vombatus ursinus,0.020139905645030095
Colobus angolensis,Mandrillus leucophaeus,0.020407584014532243
Coturnix japonica,Gallus gallus,0.020408805031446542
Mandrillus leucophaeus,Piliocolobus tephrosceles,0.020432263814616755
Serinus canaria,Zonotrichia albicollis,0.02049473919856727
Cercocebus atys,Colobus angolensis,0.02057222222222222
Lonchura striata,Pseudopodoces humilis,0.02087227414330218
Anas platyrhynchos,Anser cygnoides,0.0208731241473397
Poecilia mexicana,Xiphophorus couchianus,0.020955998733776512
Apteryx rowi,Dromaius novaehollandiae,0.021018113678950658
Lonchura striata,Parus major,0.021055448512095912
Lonchura striata,Sturnus vulgaris,0.021227406473308112
Mus caroli,Mus pahari,0.021295919750576115
Haliaeetus albicilla,Haliaeetus leucocephalus,0.0214106081390032
Mus musculus,Mus pahari,0.021514051364797632
Neophocaena asiaeorientalis,Tursiops truncatus,0.02159438420906311
Lagenorhynchus obliquidens,Physeter catodon,0.021631468445103122
Poecilia latipinna,Xiphophorus couchianus,0.02163991186654076
Poecilia reticulata,Xiphophorus maculatus,0.02164585334614153
Parus major,Serinus canaria,0.0217999126256007
Lonchura striata,Serinus canaria,0.021803137760584568
Poecilia latipinna,Xiphophorus maculatus,0.02190251572327044
Delphinapterus leucas,Physeter catodon,0.021912547999504522
Mandrillus leucophaeus,Rhinopithecus bieti,0.022070689851119443
Neolamprologus brichardi,Oreochromis niloticus,0.022238232468780022
Delphinapterus leucas,Sousa chinensis,0.022318169053636618
Monodon monoceros,Physeter catodon,0.022318786982248522
Sturnus vulgaris,Taeniopygia guttata,0.022390891840607212
Fulmarus glacialis,Pygoscelis adeliae,0.022411396803335648
Myotis brandtii,Myotis davidii,0.022449945887445887
Egretta garzetta,Pygoscelis adeliae,0.022505023442732752
Sinocyclocheilus anshuiensis,Sinocyclocheilus rhinocerous,0.022567856053674902
Bos indicus,Ovis aries,0.022680754917597024
Oncorhynchus nerka,Oncorhynchus tshawytscha,0.02273612463485881
Serinus canaria,Taeniopygia guttata,0.022791099589544176
Coturnix japonica,Numida meleagris,0.022807570977917982
Bos mutus,Ovis aries,0.02283378395777005
Aptenodytes forsteri,Nipponia nippon,0.02291799109980928
Monodon monoceros,Sousa chinensis,0.022983927323549966
Orcinus orca,Physeter catodon,0.022998137802607076
Empidonax traillii,Manacus vitellinus,0.023062527520915897
Parus major,Taeniopygia guttata,0.02311068293727253
Ailuropoda melanoleuca,Ursus maritimus,0.023231332548711913
Poecilia reticulata,Xiphophorus couchianus,0.02324687800192123
Pseudopodoces humilis,Serinus canaria,0.023337637185280827
Pseudopodoces humilis,Zosterops borbonicus,0.023619890434049724
Chrysemys picta,Platysternon megacephalum,0.023632771886046997
Bos indicus,Capra hircus,0.023635028701107997
Neophocaena asiaeorientalis,Sousa chinensis,0.023693845937191944
Aptenodytes forsteri,Egretta garzetta,0.02369398907103825
Bos mutus,Capra hircus,0.0236957928802589
Apteryx australis,Dromaius novaehollandiae,0.02394939493949395
Callipepla squamata,Colinus virginianus,0.023955147808358817
Oncorhynchus kisutch,Oncorhynchus tshawytscha,0.023981392364453
Meleagris gallopavo,Numida meleagris,0.024097735933647165
Chelonia mydas,Terrapene carolina,0.02410557184750733
Oncorhynchus kisutch,Oncorhynchus nerka,0.02414239482200647
Nomascus leucogenys,Pongo abelii,0.024165846187506838
Egretta garzetta,Nipponia nippon,0.02420479302832244
Macaca mulatta,Pongo abelii,0.02423910777569314
Gallus gallus,Meleagris gallopavo,0.024272930648769574
Serinus canaria,Sturnus vulgaris,0.024287564766839378
Geospiza fortis,Zonotrichia albicollis,0.024336080586080586
Platysternon megacephalum,Terrapene carolina,0.024357366771159874
Sousa chinensis,Tursiops truncatus,0.02436968290796597
Geospiza fortis,Serinus canaria,0.024370319945541185
Parus major,Zonotrichia albicollis,0.02437264046191428
Fulmarus glacialis,Pelecanus crispus,0.0244492337164751
Ficedula albicollis,Sturnus vulgaris,0.024501517121803207
Aptenodytes forsteri,Fulmarus glacialis,0.02450240219629375
Lipotes vexillifer,Physeter catodon,0.024601381042059008
Neophocaena asiaeorientalis,Physeter catodon,0.024605263157894738
Macaca fascicularis,Pongo abelii,0.024621928166351607
Nomascus leucogenys,Pan troglodytes,0.02474664923177509
Fulmarus glacialis,Gavia stellata,0.024757399320718097
Balearica regulorum,Fulmarus glacialis,0.024810606060606057
Homo sapiens,Nomascus leucogenys,0.024820496083550914
Chelonia mydas,Chrysemys picta,0.024853971962616826
Homo sapiens,Macaca mulatta,0.024883286647992532
Sturnus vulgaris,Zosterops borbonicus,0.02492502142245073
Macaca mulatta,Pan troglodytes,0.024992204552541315
Odocoileus virginianus,Ovis aries,0.025111621380278098
Oncorhynchus mykiss,Oncorhynchus tshawytscha,0.025205566097406706
Callorhinus ursinus,Leptonychotes weddellii,0.025240384615384616
Oncorhynchus mykiss,Oncorhynchus nerka,0.02527139208173691
Leptonychotes weddellii,Odobenus rosmarus,0.025284585509575467
Bubalus bubalis,Odocoileus virginianus,0.02535454197010349
Columba livia,Patagioenas fasciata,0.02537828215398309
Pelecanus crispus,Pygoscelis adeliae,0.025396825396825397
Homo sapiens,Macaca fascicularis,0.02539981185324553
Balearica regulorum,Pygoscelis adeliae,0.025402854511970534
Charadrius vociferus,Nipponia nippon,0.02540453074433657
Cyanistes caeruleus,Serinus canaria,0.025411313950867705
Parus major,Zosterops borbonicus,0.025452365380422934
Myotis davidii,Myotis lucifugus,0.025464503605102606
Bison bison,Ovis aries,0.025478249475890988
Oncorhynchus mykiss,Salmo trutta,0.025506445672191527
Pongo abelii,Theropithecus gelada,0.0255083857442348
Alligator mississippiensis,Crocodylus porosus,0.025522793810121288
Ficedula albicollis,Parus major,0.025592105263157895
Leptonychotes weddellii,Zalophus californianus,0.025599303602517744
Haliaeetus albicilla,Pelecanus crispus,0.02566594672426206
Bos taurus,Odocoileus virginianus,0.025675847997959703
Macaca fascicularis,Pan troglodytes,0.02569378992564666
Nipponia nippon,Pygoscelis adeliae,0.0257506026736796
Capra hircus,Odocoileus virginianus,0.025765731129052928
Fulmarus glacialis,Haliaeetus albicilla,0.025769506084466712
Balaenoptera acutorostrata,Physeter catodon,0.025787476280834918
Haliaeetus leucocephalus,Nipponia nippon,0.025809163514081544
Eumetopias jubatus,Leptonychotes weddellii,0.02583668005354752
Aquila chrysaetos,Haliaeetus albicilla,0.02585426567096628
Balearica regulorum,Haliaeetus albicilla,0.025952380952380952
Aotus nancymaae,Cebus capucinus,0.025977777777777777
Charadrius vociferus,Pygoscelis adeliae,0.02603890362511052
Ficedula albicollis,Serinus canaria,0.026081170991350634
Haliaeetus albicilla,Pygoscelis adeliae,0.026114206128133706
Nomascus leucogenys,Pan paniscus,0.026145658263305324
Aquila chrysaetos,Nipponia nippon,0.02616968184653774
Egretta garzetta,Pelecanus crispus,0.026172148355493353
Balaenoptera acutorostrata,Delphinapterus leucas,0.026202227284231838
Gavia stellata,Pelecanus crispus,0.026206060606060608
Charadrius vociferus,Egretta garzetta,0.026214128035320087
Takifugu flavidus,Takifugu rubripes,0.02622058306989814
Balearica regulorum,Pelecanus crispus,0.026226190476190476
Papio anubis,Pongo abelii,0.026267546616383825
Gavia stellata,Pygoscelis adeliae,0.026307764485104388
Bison bison,Capra hircus,0.02632898034560084
Oncorhynchus kisutch,Oncorhynchus mykiss,0.026374489475337732
Alligator mississippiensis,Gavialis gangeticus,0.02638004246284501
Egretta garzetta,Fulmarus glacialis,0.02644675925925926
Lipotes vexillifer,Tursiops truncatus,0.026482185607660896
Balaenoptera acutorostrata,Lagenorhynchus obliquidens,0.026528674515761488
Chlorocebus sabaeus,Pongo abelii,0.026553137811415956
Pan troglodytes,Theropithecus gelada,0.026649932015479553
Aptenodytes forsteri,Pelecanus crispus,0.02666666666666667
Homo sapiens,Theropithecus gelada,0.02671154247547485
Cebus capucinus,Saimiri boliviensis,0.026725304465493913
Aptenodytes forsteri,Charadrius vociferus,0.026735885788449057
Aptenodytes forsteri,Haliaeetus leucocephalus,0.02674936386768448
Balaenoptera acutorostrata,Monodon monoceros,0.026757541335352773
Chlorocebus sabaeus,Homo sapiens,0.026766091051805337
Corvus brachyrhynchos,Parus major,0.026782145236508997
Pteropus vampyrus,Rousettus aegyptiacus,0.026872839031886288
Corvus brachyrhynchos,Cyanistes caeruleus,0.026878092667566352
Balaenoptera acutorostrata,Orcinus orca,0.02690248565965583
Cercocebus atys,Pongo abelii,0.026913774973711883
Cyanistes caeruleus,Ficedula albicollis,0.026919602529358624
Chlorocebus sabaeus,Pan troglodytes,0.026930734569841772
Collichthys lucidus,Larimichthys crocea,0.026952861952861954
Aptenodytes forsteri,Aquila chrysaetos,0.026991614255765198
Sinocyclocheilus anshuiensis,Sinocyclocheilus grahami,0.026992920898738074
Balaenoptera acutorostrata,Neophocaena asiaeorientalis,0.02699530516431925
Lonchura striata,Zonotrichia albicollis,0.027029702970297033
Pteropus alecto,Rousettus aegyptiacus,0.027060594655626647
Pan troglodytes,Papio anubis,0.02711403783840284
Aptenodytes forsteri,Gavia stellata,0.0271518544436669
Taeniopygia guttata,Zosterops borbonicus,0.027169531084235095
Homo sapiens,Papio anubis,0.02718831507563902
Sinocyclocheilus grahami,Sinocyclocheilus rhinocerous,0.02718972454348499
Corvus cornix,Cyanistes caeruleus,0.027193601505528114
Cariama cristata,Fulmarus glacialis,0.02723809523809524
Takifugu bimaculatus,Takifugu rubripes,0.027238805970149254
Macaca nemestrina,Pongo abelii,0.02725118483412322
Aquila chrysaetos,Falco peregrinus,0.02730859458306675
Fulmarus glacialis,Phaethon lepturus,0.02731811697574893
Lonchura striata,Zosterops borbonicus,0.027420382165605096
Aptenodytes forsteri,Balearica regulorum,0.027473155129083847
Balaenoptera acutorostrata,Lipotes vexillifer,0.027520576131687242
Gavia stellata,Haliaeetus albicilla,0.027524704748132078
Macaca mulatta,Pan paniscus,0.027562862669245645
Charadrius vociferus,Fulmarus glacialis,0.027585410895660203
Aptenodytes forsteri,Haliaeetus albicilla,0.02763218390804598
Nipponia nippon,Pelecanus crispus,0.027704880294659298
Oncorhynchus mykiss,Salmo salar,0.027736890524379023
Balearica regulorum,Gavia stellata,0.027769732078204202
Charadrius vociferus,Pelecanus crispus,0.027785531518957896
Cercocebus atys,Homo sapiens,0.02778650743767023
Gorilla gorilla,Nomascus leucogenys,0.02779274727742225
Cercocebus atys,Pan troglodytes,0.027828505457598653
Charadrius vociferus,Haliaeetus albicilla,0.027850877192982456
Cyanistes caeruleus,Geospiza fortis,0.02785763175906913
Phalacrocorax carbo,Pygoscelis adeliae,0.027865329512893985
Ficedula albicollis,Pseudopodoces humilis,0.027936714347637625
Coturnix japonica,Meleagris gallopavo,0.027973767526006332
Fulmarus glacialis,Leptosomus discolor,0.027997557997557997
Macaca fascicularis,Pan paniscus,0.02800776196636481
Eumetopias jubatus,Ursus arctos,0.028037268603653305
Dromaius novaehollandiae,Struthio camelus,0.028075332026997604
Ursus arctos,Zalophus californianus,0.028090162930295235
Aotus nancymaae,Callithrix jacchus,0.0280976430976431
Egretta garzetta,Haliaeetus albicilla,0.028102528415680818
Ficedula albicollis,Lonchura striata,0.028103935638182212
Macaca nemestrina,Pan troglodytes,0.028125984251968505
Homo sapiens,Macaca nemestrina,0.028134171907756814
Pongo abelii,Rhinopithecus roxellana,0.02817537072856222
Taeniopygia guttata,Zonotrichia albicollis,0.028200883002207508
Sturnus vulgaris,Zonotrichia albicollis,0.02821278478212785
Ficedula albicollis,Zonotrichia albicollis,0.02825890843482183
Cariama cristata,Pelecanus crispus,0.028269738420926328
Aotus nancymaae,Saimiri boliviensis,0.028310657596371882
Lipotes vexillifer,Sousa chinensis,0.028324771689497718
Fulmarus glacialis,Tyto alba,0.028325859491778776
Egretta garzetta,Gavia stellata,0.02839811542991755
Balearica regulorum,Egretta garzetta,0.028422515635858236
Fulmarus glacialis,Nipponia nippon,0.028456406717276284
Phaethon lepturus,Pygoscelis adeliae,0.028478964401294497
Aquila chrysaetos,Falco cherrug,0.028540864356011983
Parus major,Pipra filicauda,0.028542466922748613
Cariama cristata,Pygoscelis adeliae,0.028553062178588124
Piliocolobus tephrosceles,Pongo abelii,0.02855710365210049
Bos indicus,Odocoileus virginianus,0.028577235772357722
Cyanistes caeruleus,Sturnus vulgaris,0.028617614269788184
Odobenus rosmarus,Ursus arctos,0.028622254938044413
Balearica regulorum,Phaethon lepturus,0.02863462458153993
Callorhinus ursinus,Ursus arctos,0.028650036683785764
Gorilla gorilla,Macaca mulatta,0.028657422336880574
Balearica regulorum,Charadrius vociferus,0.02868002764340014
Aptenodytes forsteri,Athene cunicularia,0.02868503584229391
Pelecanus crispus,Phaethon lepturus,0.028716296826533046
Bos mutus,Odocoileus virginianus,0.028771169751870815
Amphiprion ocellaris,Stegastes partitus,0.02879786566227244
Falco peregrinus,Haliaeetus leucocephalus,0.028839922229423203
Leptosomus discolor,Pygoscelis adeliae,0.028844790928419562
Pseudopodoces humilis,Zonotrichia albicollis,0.028860982595285304
Athene cunicularia,Pygoscelis adeliae,0.028907849829351535
Oncorhynchus tshawytscha,Salmo trutta,0.02890995260663507
Neomonachus schauinslandi,Ursus arctos,0.028921023359288096
Cyanistes caeruleus,Zonotrichia albicollis,0.02896362388469458
Homo sapiens,Rhinopithecus roxellana,0.028980857662282106
Gorilla gorilla,Macaca fascicularis,0.02898292261132728
Falco peregrinus,Nipponia nippon,0.028985035783994795
Fulmarus glacialis,Phalacrocorax carbo,0.02907775324993868
Falco cherrug,Haliaeetus leucocephalus,0.029088152479965344
Pan troglodytes,Rhinopithecus roxellana,0.02911711132540448
Apteryx australis,Struthio camelus,0.029130141604855022
Apteryx rowi,Struthio camelus,0.02915028396679773
Homo sapiens,Piliocolobus tephrosceles,0.02918899044017229
Haliaeetus albicilla,Phaethon lepturus,0.029190613026819922
Haliaeetus albicilla,Nipponia nippon,0.02921555095468139
Serinus canaria,Zosterops borbonicus,0.029221635883905014
Pan paniscus,Papio anubis,0.029238156900830908
Corvus cornix,Parus major,0.029259517177344475
Corvus cornix,Ficedula albicollis,0.02926657263751763
Cyanistes caeruleus,Lonchura striata,0.02927507227040249
Fulmarus glacialis,Tauraco erythrolophus,0.02927663734115347
Ficedula albicollis,Taeniopygia guttata,0.029300196206671025
Chlorocebus sabaeus,Pan paniscus,0.029333333333333333
Haliaeetus albicilla,Tyto alba,0.029352126607319486
Callithrix jacchus,Cebus capucinus,0.02935340022296544
Pan troglodytes,Piliocolobus tephrosceles,0.029386380381012527
Aptenodytes forsteri,Falco peregrinus,0.029440468445022773
Corvus brachyrhynchos,Pseudopodoces humilis,0.02944262295081967
Pan paniscus,Theropithecus gelada,0.029498811838410025
Oncorhynchus kisutch,Salmo trutta,0.029508970727101038
Pipra filicauda,Pseudopodoces humilis,0.02955818294959552
Aquila chrysaetos,Calidris pugnax,0.029559159908504887
Corapipo altera,Parus major,0.02957264957264957
Pelecanus crispus,Phalacrocorax carbo,0.029602356406480117
