org1,org2,dst
Sorex araneus,Urocitellus parryii,0.10703228659885007
Heterocephalus glaber,Ochotona princeps,0.10703781512605041
Cavia porcellus,Gulo gulo,0.10703883495145632
Grammomys surdaster,Manis javanica,0.10704270923209663
Myotis brandtii,Peromyscus maniculatus,0.10704390451832907
Gekko japonicus,Pelodiscus sinensis,0.10704419889502763
Eptesicus fuscus,Meriones unguiculatus,0.10704478242501056
Carlito syrichta,Elephantulus edwardii,0.1070654529692241
Gulo gulo,Peromyscus leucopus,0.10707269155206287
Microtus ochrogaster,Orycteropus afer,0.10712045169385194
Microtus ochrogaster,Myotis lucifugus,0.10713509991311902
Cebus capucinus,Echinops telfairi,0.10715049166310389
Neotoma lepida,Ovis aries,0.10716201716738197
Chrysochloris asiatica,Nannospalax galili,0.10716488486842106
Ochotona princeps,Peromyscus leucopus,0.1071741992101799
Danio rerio,Electrophorus electricus,0.1071944177093359
Gouania willdenowi,Takifugu rubripes,0.10719658976930792
Ochotona princeps,Phyllostomus discolor,0.10723431498079386
Octodon degus,Phyllostomus discolor,0.10723846787479407
Manis javanica,Octodon degus,0.1072801024765158
Fukomys damarensis,Ochotona princeps,0.10728346456692914
Anolis carolinensis,Terrapene carolina,0.10728744939271255
Aotus nancymaae,Echinops telfairi,0.1072961373390558
Mus caroli,Myotis lucifugus,0.10732984293193717
Ochotona princeps,Tursiops truncatus,0.10732984293193717
Echinops telfairi,Suricata suricatta,0.10733754906236372
Boleophthalmus pectinirostris,Gouania willdenowi,0.10734247967479675
Myotis lucifugus,Rattus norvegicus,0.10735996526270082
Grammomys surdaster,Orycteropus afer,0.10738921404682274
Otolemur garnettii,Sorex araneus,0.1073943661971831
Mesocricetus auratus,Ochotona princeps,0.10740452930728242
Bubalus bubalis,Echinops telfairi,0.10740740740740741
Elephantulus edwardii,Myotis lucifugus,0.10742705570291777
Mus caroli,Trichechus manatus,0.10743327773144287
Alligator sinensis,Podarcis muralis,0.10743464052287582
Manis javanica,Microtus ochrogaster,0.10744201030927836
Esox lucius,Myripristis murdjan,0.10745192307692308
Desmodus rotundus,Meriones unguiculatus,0.1074561403508772
Gulo gulo,Rattus norvegicus,0.1074561403508772
Desmodus rotundus,Mus pahari,0.107464405360134
Chrysochloris asiatica,Jaculus jaculus,0.10747016197783461
Elephantulus edwardii,Gulo gulo,0.10747663551401869
Chrysochloris asiatica,Dipodomys ordii,0.1074861170439983
Desmodus rotundus,Mus caroli,0.10749270529387245
Hippocampus comes,Takifugu rubripes,0.10751028806584362
Alligator sinensis,Pogona vitticeps,0.10751165889407062
Gambusia affinis,Oryzias latipes,0.10752840909090909
Camelus bactrianus,Echinops telfairi,0.10752865961199294
Grammomys surdaster,Ochotona princeps,0.10753394656154183
Ophiophagus hannah,Paroedura picta,0.1075636192271442
Echinops telfairi,Ictidomys tridecemlineatus,0.10756972111553785
Neophocaena asiaeorientalis,Neotoma lepida,0.10757534983853606
Chrysochloris asiatica,Myotis davidii,0.10758947822337214
Echinops telfairi,Pteropus vampyrus,0.10759564056939502
Capra hircus,Echinops telfairi,0.10761915172715347
Delphinapterus leucas,Echinops telfairi,0.1076388888888889
Manis javanica,Rattus norvegicus,0.10764338076757222
Kryptolebias marmoratus,Notothenia coriiceps,0.10767898383371824
Oryzias javanicus,Takifugu rubripes,0.10768398268398269
Meriones unguiculatus,Phyllostomus discolor,0.1076995012468828
Sinocyclocheilus anshuiensis,Tachysurus fulvidraco,0.10770142180094787
Notothenia coriiceps,Takifugu flavidus,0.10770440251572327
Ictalurus punctatus,Sinocyclocheilus rhinocerous,0.10770515267175572
Dasypus novemcinctus,Octodon degus,0.10771564802774165
Eptesicus fuscus,Microtus ochrogaster,0.10772442588726514
Takifugu flavidus,Xiphophorus couchianus,0.10772578890097932
Desmodus rotundus,Ochotona princeps,0.10773657289002557
Echinops telfairi,Ovis aries,0.10773990447242728
Myripristis murdjan,Oncorhynchus mykiss,0.107746138996139
Myotis davidii,Octodon degus,0.10776424532405393
Chinchilla lanigera,Chrysochloris asiatica,0.10776748971193416
Aquila chrysaetos,Gekko japonicus,0.10778394255874674
Elephantulus edwardii,Myotis brandtii,0.10779064685314685
Cricetulus griseus,Eptesicus fuscus,0.10779769262463948
Alligator mississippiensis,Python bivittatus,0.1078125
Chrysochloris asiatica,Heterocephalus glaber,0.10783521809369952
Boleophthalmus pectinirostris,Fundulus heteroclitus,0.10785060975609756
Ochotona princeps,Peromyscus maniculatus,0.10785277413717781
Alligator mississippiensis,Podarcis muralis,0.10786163522012579
Mus pahari,Trichechus manatus,0.10786669452569995
Haplochromis burtoni,Liparis tanakae,0.10787037037037037
Desmodus rotundus,Microtus ochrogaster,0.10789091663210286
Mesocricetus auratus,Myotis brandtii,0.10790505226480836
Cricetulus griseus,Loxodonta africana,0.10792181069958848
Microtus ochrogaster,Myotis brandtii,0.10792525773195877
Gouania willdenowi,Oryzias javanicus,0.10793010752688172
Echinops telfairi,Lipotes vexillifer,0.10795204575450947
Echinops telfairi,Odocoileus virginianus,0.10796703296703297
Phyllostomus discolor,Rattus norvegicus,0.1079734219269103
Notothenia coriiceps,Takifugu rubripes,0.107981220657277
Gulo gulo,Heterocephalus glaber,0.10798632691112492
Echinops telfairi,Sousa chinensis,0.10799069995105237
Castor canadensis,Sorex araneus,0.10805272485600355
Microtus ochrogaster,Phyllostomus discolor,0.10806752278376139
Hipposideros armiger,Neotoma lepida,0.10809145673603505
Eptesicus fuscus,Rattus norvegicus,0.1080925460636516
Myotis brandtii,Rattus norvegicus,0.10810810810810811
Echinops telfairi,Monodon monoceros,0.10813878080415046
Alligator mississippiensis,Pogona vitticeps,0.10814065510597302
Fukomys damarensis,Gulo gulo,0.10815147625160462
Boleophthalmus pectinirostris,Oryzias latipes,0.10817307692307693
Echinops telfairi,Lagenorhynchus obliquidens,0.1081782778018174
Cricetulus griseus,Gulo gulo,0.10818854568854569
Loxodonta africana,Mesocricetus auratus,0.10819550466497031
Ictalurus punctatus,Sinocyclocheilus grahami,0.10821256038647344
Anabarilius grahami,Electrophorus electricus,0.10821831869510665
Desmodus rotundus,Mus musculus,0.10822354878550844
Meriones unguiculatus,Trichechus manatus,0.10823615160349855
Ochotona princeps,Trichechus manatus,0.1082375478927203
Neotoma lepida,Rousettus aegyptiacus,0.1082529474812433
Bos indicus,Neotoma lepida,0.10825325042396834
Neotoma lepida,Pteropus vampyrus,0.1082558775287042
Myotis lucifugus,Ochotona princeps,0.10827740492170022
Labrus bergylta,Liparis tanakae,0.10829207920792079
Ochotona princeps,Rattus norvegicus,0.10830048182216381
Echinops telfairi,Marmota marmota,0.108348134991119
Boleophthalmus pectinirostris,Hippocampus comes,0.10835067637877212
Echinops telfairi,Orcinus orca,0.10835140997830803
Ochotona princeps,Octodon degus,0.10835152838427947
Myotis davidii,Peromyscus maniculatus,0.10836233144845585
Microtus ochrogaster,Ochotona princeps,0.10839160839160839
Boleophthalmus pectinirostris,Cottoperca gobio,0.10841170323928945
Meriones unguiculatus,Ochotona princeps,0.10842175066312998
Sorex araneus,Trichechus manatus,0.10842175066312998
Myripristis murdjan,Oncorhynchus tshawytscha,0.1084247258225324
Loxodonta africana,Peromyscus leucopus,0.10843436454849498
Bubalus bubalis,Neotoma lepida,0.10843615879828326
Boleophthalmus pectinirostris,Nothobranchius furzeri,0.10845959595959596
Fundulus heteroclitus,Hippocampus comes,0.10847107438016529
Mus caroli,Orycteropus afer,0.10848063973063973
Cricetulus griseus,Myotis brandtii,0.1084915611814346
Carassius auratus,Ictalurus punctatus,0.10850612629594722
Eptesicus fuscus,Ochotona princeps,0.10850880962612806
Loxodonta africana,Peromyscus maniculatus,0.10854166666666666
Gulo gulo,Jaculus jaculus,0.10854616895874264
Bos taurus,Echinops telfairi,0.10854691572545612
Echinops telfairi,Physeter catodon,0.10854691572545612
Eptesicus fuscus,Mus caroli,0.10855401429171921
Notothenia coriiceps,Poecilia reticulata,0.10855646100116415
Myotis davidii,Peromyscus leucopus,0.10858585858585859
Ictalurus punctatus,Sinocyclocheilus anshuiensis,0.10860266159695818
Ornithorhynchus anatinus,Sarcophilus harrisii,0.10860655737704918
Liparis tanakae,Paralichthys olivaceus,0.10861423220973783
Nothobranchius furzeri,Takifugu flavidus,0.10862445414847162
Astyanax mexicanus,Denticeps clupeoides,0.10865384615384616
Monopterus albus,Tetraodon nigroviridis,0.10866013071895425
Ochotona princeps,Orycteropus afer,0.10867237687366167
Meriones unguiculatus,Orycteropus afer,0.10870479394449117
Kryptolebias marmoratus,Tetraodon nigroviridis,0.10873101952277657
Echinops telfairi,Hipposideros armiger,0.10873211091234347
Echinops telfairi,Sus scrofa,0.10873362445414847
Oryzias melastigma,Takifugu flavidus,0.10876623376623376
Mesocricetus auratus,Myotis davidii,0.10880656610470275
Microtus ochrogaster,Myotis davidii,0.1088074398249453
Mus pahari,Myotis lucifugus,0.10885507880910683
Pelodiscus sinensis,Python bivittatus,0.10885673959068455
Mus musculus,Tursiops truncatus,0.1088617700729927
Cervus elaphus,Erinaceus europaeus,0.10888389993585632
Echeneis naucrates,Liparis tanakae,0.1088909541511772
Gulo gulo,Mus caroli,0.10889470241988228
Liparis tanakae,Neolamprologus brichardi,0.10890151515151515
Cynoglossus semilaevis,Gouania willdenowi,0.10891590678824721
Gekko japonicus,Struthio camelus,0.10891708363116512
Gouania willdenowi,Myripristis murdjan,0.10893032384690873
Echinops telfairi,Neophocaena asiaeorientalis,0.10893246187363835
Cottoperca gobio,Tetraodon nigroviridis,0.10898876404494381
Myripristis murdjan,Takifugu bimaculatus,0.10900216919739697
Grammomys surdaster,Myotis davidii,0.10900783289817233
Meriones unguiculatus,Myotis lucifugus,0.10902747492368077
Cricetulus griseus,Myotis davidii,0.10903912295786758
Capra hircus,Neotoma lepida,0.10905543595263724
Austrofundulus limnaeus,Takifugu flavidus,0.1090686274509804
Mus musculus,Trichechus manatus,0.10909184514003295
Echinops telfairi,Pteropus alecto,0.10909586056644881
Neotoma lepida,Pteropus alecto,0.10912379421221866
Eptesicus fuscus,Mus pahari,0.10912447257383966
Chrysochloris asiatica,Erinaceus europaeus,0.10913128249566724
Notothenia coriiceps,Oryzias melastigma,0.10914071510957324
Myripristis murdjan,Oncorhynchus kisutch,0.10914085914085914
Pelodiscus sinensis,Podarcis muralis,0.10915254237288136
Myotis lucifugus,Neotoma lepida,0.10916193181818182
Manis javanica,Mus caroli,0.10921223958333333
Echinops telfairi,Tursiops truncatus,0.10924674070497345
Danio rerio,Ictalurus punctatus,0.10925572519083969
Cuculus canorus,Gekko japonicus,0.10927781617138908
Mus pahari,Orycteropus afer,0.10932239057239057
Cervus elaphus,Sorex araneus,0.10932397126061398
Denticeps clupeoides,Pygocentrus nattereri,0.10933048433048433
Manis javanica,Meriones unguiculatus,0.10934113567403554
Mus musculus,Myotis lucifugus,0.10936826218197498
Manis javanica,Mus pahari,0.109375
Echinops telfairi,Marmota flaviventris,0.10938845822566753
Condylura cristata,Neotoma lepida,0.1093927355278093
Chrysochloris asiatica,Fukomys damarensis,0.10939470365699874
Mus caroli,Myotis brandtii,0.10939517864829962
Crocodylus porosus,Python bivittatus,0.1093974175035868
Carassius auratus,Tachysurus fulvidraco,0.10940453686200378
Gulo gulo,Mesocricetus auratus,0.10943643512450851
Gouania willdenowi,Hippocampus comes,0.10943930041152264
Bos taurus,Neotoma lepida,0.1094417735042735
Dasypus novemcinctus,Sorex araneus,0.10947562097516099
Chinchilla lanigera,Elephantulus edwardii,0.10949447748513169
Meriones unguiculatus,Myotis brandtii,0.1095166163141994
Myripristis murdjan,Oncorhynchus nerka,0.1095166163141994
Chrysochloris asiatica,Ochotona princeps,0.10953104646113765
Crocodylus porosus,Gekko japonicus,0.10963687150837989
Gulo gulo,Peromyscus maniculatus,0.10963777490297542
Oryzias melastigma,Tetraodon nigroviridis,0.10964673913043478
Mus caroli,Phyllostomus discolor,0.1096683354192741
Anabas testudineus,Liparis tanakae,0.10968440594059406
Apteryx australis,Gekko japonicus,0.10973419540229885
Myotis davidii,Rattus norvegicus,0.1097773897861196
Fundulus heteroclitus,Notothenia coriiceps,0.10977751756440281
Boleophthalmus pectinirostris,Oryzias javanicus,0.10978260869565218
Apteryx rowi,Paroedura picta,0.10978883321403006
Manis javanica,Mus musculus,0.10979005998286204
Anolis carolinensis,Chelonia mydas,0.10980191256830601
Fundulus heteroclitus,Tetraodon nigroviridis,0.10981947483588621
Cyprinus carpio,Ictalurus punctatus,0.10982313575525812
Notothenia coriiceps,Poecilia latipinna,0.10986159169550173
Betta splendens,Liparis tanakae,0.10987654320987654
Mus musculus,Orycteropus afer,0.10987986743993372
Bos mutus,Echinops telfairi,0.10988526037069726
Gekko japonicus,Haliaeetus leucocephalus,0.10990945674044265
Liparis tanakae,Sphaeramia orbicularis,0.10991379310344827
Notothenia coriiceps,Poecilia formosa,0.10991379310344827
Loxodonta africana,Rattus norvegicus,0.10993093344495605
Gulo gulo,Meriones unguiculatus,0.10993485342019543
Labeo rohita,Pangasianodon hypophthalmus,0.10993806306306306
Chrysochloris asiatica,Octodon degus,0.1099537037037037
Dasypus novemcinctus,Mesocricetus auratus,0.1099537037037037
Echinops telfairi,Oryctolagus cuniculus,0.10997050816696914
Mus pahari,Ochotona princeps,0.11002202643171806
Bison bison,Echinops telfairi,0.110029266096353
Cervus elaphus,Chrysochloris asiatica,0.11003039513677812
Astatotilapia calliptera,Liparis tanakae,0.11003086419753086
Liparis tanakae,Maylandia zebra,0.11003086419753086
Gadus morhua,Sparus aurata,0.11005572441742655
Sinocyclocheilus rhinocerous,Tachysurus fulvidraco,0.11009064885496184
Echinops telfairi,Miniopterus natalensis,0.1101044908848377
Dasypus novemcinctus,Peromyscus leucopus,0.11010869565217392
Callithrix jacchus,Echinops telfairi,0.11014586014586014
Loxodonta africana,Microtus ochrogaster,0.11014644351464435
Mus caroli,Ochotona princeps,0.11015831134564644
Liparis tanakae,Mastacembelus armatus,0.11015911872705018
Elephantulus edwardii,Myotis davidii,0.1101600711427301
Mus musculus,Ochotona princeps,0.11023023457862728
Dipodomys ordii,Elephantulus edwardii,0.11024878907970058
Mus musculus,Phyllostomus discolor,0.11025482942868886
Anolis carolinensis,Platysternon megacephalum,0.11031021897810218
Chrysochloris asiatica,Mesocricetus auratus,0.1103348976109215
Apteryx australis,Podarcis muralis,0.1103356890459364
Mus pahari,Phyllostomus discolor,0.11036789297658862
Myripristis murdjan,Salvelinus alpinus,0.11038306451612903
Bos mutus,Neotoma lepida,0.11039049699617695
Grammomys surdaster,Loxodonta africana,0.11039232053422371
Mus pahari,Myotis brandtii,0.11040856031128404
Cervus elaphus,Chinchilla lanigera,0.11041539401343922
Alligator sinensis,Paroedura picta,0.1104181307097681
Myotis brandtii,Ochotona princeps,0.11048812664907652
Paroedura picta,Struthio camelus,0.11053328290468986
Eptesicus fuscus,Mus musculus,0.11054703688354744
Notothenia coriiceps,Poecilia mexicana,0.11054913294797687
Echinops telfairi,Tupaia chinensis,0.11055603822762815
Neotoma lepida,Trichechus manatus,0.11056395035078251
Chrysochloris asiatica,Cricetulus griseus,0.1105709557302441
Sinocyclocheilus grahami,Tachysurus fulvidraco,0.1106280193236715
Anabarilius grahami,Pangasianodon hypophthalmus,0.11063762626262626
Aquila chrysaetos,Paroedura picta,0.11064718162839249
Apteryx rowi,Pogona vitticeps,0.11065158676569885
Erinaceus europaeus,Loxodonta africana,0.11066017316017317
Loxodonta africana,Sorex araneus,0.11066666666666666
Gulo gulo,Ochotona princeps,0.11067621585609594
Echinops telfairi,Eptesicus fuscus,0.11069844789356985
Echinops telfairi,Urocitellus parryii,0.11070333041191936
Cervus elaphus,Fukomys damarensis,0.11077612863327149
Bison bison,Neotoma lepida,0.11078595317725752
Gavialis gangeticus,Gekko japonicus,0.11079745942131264
Mus musculus,Myotis brandtii,0.11080994897959184
Dasypus novemcinctus,Peromyscus maniculatus,0.11081022530329289
Dasypus novemcinctus,Ochotona princeps,0.11081441922563418
Loxodonta africana,Ochotona princeps,0.11084701815038894
Meriones unguiculatus,Myotis davidii,0.11084801762114538
Dasypus novemcinctus,Grammomys surdaster,0.11085212489158716
Gambusia affinis,Takifugu rubripes,0.11087081891580161
Dasypus novemcinctus,Erinaceus europaeus,0.11087633451957295
Echinops telfairi,Rousettus aegyptiacus,0.11087662337662338
Neotoma lepida,Odocoileus virginianus,0.11088709677419355
Echinops telfairi,Manis javanica,0.11089075249320036
Pseudonaja textilis,Terrapene carolina,0.11091666666666666
Elephantulus edwardii,Jaculus jaculus,0.11092243645924628
Gavialis gangeticus,Python bivittatus,0.11094996374184192
Dipodomys ordii,Erinaceus europaeus,0.11096316023080337
Gambusia affinis,Gouania willdenowi,0.11096792668957617
Mus caroli,Myotis davidii,0.1109710653222271
Liparis tanakae,Pundamilia nyererei,0.11097256857855362
Myotis davidii,Ochotona princeps,0.11098026020637057
Notothenia coriiceps,Xiphophorus maculatus,0.11098265895953757
Echinops telfairi,Phyllostomus discolor,0.1110078705728028
Cavia porcellus,Elephantulus edwardii,0.11100827526132404
Gouania willdenowi,Takifugu flavidus,0.11105032822757112
Boleophthalmus pectinirostris,Takifugu rubripes,0.11105424769703173
Gavialis gangeticus,Paroedura picta,0.11106983655274888
Gallus gallus,Gekko japonicus,0.11107359891964888
Erinaceus europaeus,Jaculus jaculus,0.11110496014171833
Notothenia coriiceps,Xiphophorus couchianus,0.1111111111111111
Calidris pugnax,Gekko japonicus,0.11113013698630136
Cricetulus griseus,Dasypus novemcinctus,0.11115861479264642
Boleophthalmus pectinirostris,Gambusia affinis,0.111159169550173
Cervus elaphus,Dipodomys ordii,0.11120689655172414
Pelodiscus sinensis,Pogona vitticeps,0.11121640248104755
Cervus elaphus,Nannospalax galili,0.11122881355932203
Cricetulus griseus,Elephantulus edwardii,0.11123607540702657
Pogona vitticeps,Struthio camelus,0.11125981441827267
Aquila chrysaetos,Pogona vitticeps,0.11127450980392156
Echinops telfairi,Myotis lucifugus,0.11129435850773431
Chrysochloris asiatica,Peromyscus leucopus,0.11130425621576064
Gulo gulo,Mus musculus,0.11130798969072164
Chrysochloris asiatica,Peromyscus maniculatus,0.11130927402433907
Dasypus novemcinctus,Meriones unguiculatus,0.11131868131868132
Neotoma lepida,Phyllostomus discolor,0.11132177681473455
Nanorana parkeri,Xenopus tropicalis,0.11132495948136142
Chrysemys picta,Pseudonaja textilis,0.1113500992720053
Gambusia affinis,Takifugu flavidus,0.1113997555012225
Echinops telfairi,Myotis brandtii,0.11144239423942394
Gulo gulo,Neotoma lepida,0.11144453642384106
Danio rerio,Tachysurus fulvidraco,0.11147030651340996
Echinops telfairi,Otolemur garnettii,0.11148351648351648
Crocodylus porosus,Pogona vitticeps,0.11149122807017543
Gekko japonicus,Neopelma chrysocephalum,0.11151202749140894
Chrysochloris asiatica,Microtus ochrogaster,0.11153039832285115
Elephantulus edwardii,Nannospalax galili,0.11154255319148935
Corapipo altera,Gekko japonicus,0.11154366960054164
Anolis carolinensis,Apteryx rowi,0.11154390934844192
Dromaius novaehollandiae,Paroedura picta,0.11156204906204906
Apteryx rowi,Podarcis muralis,0.11158051689860835
Gulo gulo,Octodon degus,0.11158694246929542
Loxodonta africana,Meriones unguiculatus,0.11160902572754113
Salmo salar,Seriola lalandi,0.11161148977604674
Esox lucius,Seriola lalandi,0.11163751214771622
Elephantulus edwardii,Heterocephalus glaber,0.11165759732105483
Aquila chrysaetos,Podarcis muralis,0.11166134185303514
Carlito syrichta,Echinops telfairi,0.11170688114387846
Cavia porcellus,Cervus elaphus,0.1117104440275172
Cuculus canorus,Paroedura picta,0.11171187683284457
Tetraodon nigroviridis,Xiphophorus couchianus,0.11171366594360087
Tetraodon nigroviridis,Xiphophorus maculatus,0.11171366594360087
Lates calcarifer,Salmo salar,0.11172779922779923
Desmodus rotundus,Neotoma lepida,0.11174551386623165
Dasypus novemcinctus,Rattus norvegicus,0.11175893635571055
Cervus elaphus,Grammomys surdaster,0.11176378446115288
Alligator mississippiensis,Paroedura picta,0.11176668914362778
Haliaeetus leucocephalus,Paroedura picta,0.11178571428571428
Castor canadensis,Echinops telfairi,0.11179849756959788
Nipponia nippon,Paroedura picta,0.11181318681318682
Kryptolebias marmoratus,Takifugu bimaculatus,0.11182019977802442
Gekko japonicus,Nipponia nippon,0.1118238557558946
Myripristis murdjan,Tetraodon nigroviridis,0.1118421052631579
Erinaceus europaeus,Nannospalax galili,0.11185622317596566
Cyprinodon variegatus,Notothenia coriiceps,0.1118728121353559
Myotis brandtii,Neotoma lepida,0.11188271604938271
Elephantulus edwardii,Mesocricetus auratus,0.11194690265486726
Poecilia reticulata,Tetraodon nigroviridis,0.11195054945054946
Mus pahari,Myotis davidii,0.11196082746478873
Cyprinus carpio,Tachysurus fulvidraco,0.11197418738049714
Egretta garzetta,Paroedura picta,0.11197718631178707
Cervus elaphus,Cricetulus griseus,0.11200495049504951
Dasypus novemcinctus,Microtus ochrogaster,0.11201086956521739
Notechis scutatus,Terrapene carolina,0.11201955495616993
Myotis davidii,Neotoma lepida,0.11203438395415473
Elephantulus edwardii,Octodon degus,0.11204466608846488
Loxodonta africana,Mus caroli,0.11205808080808081
Gulo gulo,Mus pahari,0.1120773732119636
Neotoma lepida,Tursiops truncatus,0.11208991494532199
Protobothrops mucrosquamatus,Terrapene carolina,0.11210649698593436
Liparis tanakae,Monopterus albus,0.11212779156327543
Erinaceus europaeus,Rattus norvegicus,0.11214850615114236
Gekko japonicus,Pipra filicauda,0.11215580926796508
Gekko japonicus,Numida meleagris,0.11218386876281614
Cervus elaphus,Mesocricetus auratus,0.11222222222222222
Chrysochloris asiatica,Grammomys surdaster,0.11224275514489711
Elephantulus edwardii,Peromyscus maniculatus,0.11224489795918367
Liparis tanakae,Scophthalmus maximus,0.11224489795918367
Charadrius vociferus,Paroedura picta,0.11224681170292573
Elephantulus edwardii,Erinaceus europaeus,0.11227477477477478
Poecilia formosa,Tetraodon nigroviridis,0.11228354978354978
Nanorana parkeri,Xenopus laevis,0.1123
Alligator mississippiensis,Anolis carolinensis,0.11230665770006724
Egretta garzetta,Gekko japonicus,0.11231101511879049
Liparis tanakae,Parambassis ranga,0.11234567901234568
Chrysemys picta,Protobothrops mucrosquamatus,0.11235019973368841
Eptesicus fuscus,Neotoma lepida,0.11235568993952721
Condylura cristata,Echinops telfairi,0.11235697940503432
Chrysochloris asiatica,Rattus norvegicus,0.11236842105263158
Cynoglossus semilaevis,Gambusia affinis,0.11238532110091744
Chrysemys picta,Notechis scutatus,0.1124076561450638
Gavialis gangeticus,Pogona vitticeps,0.1124202693125443
Manis javanica,Neotoma lepida,0.11243822075782538
Cervus elaphus,Rattus norvegicus,0.11246081504702195
Cuculus canorus,Pogona vitticeps,0.11246542185338866
Calypte anna,Gekko japonicus,0.11247443762781185
Acanthochromis polyacanthus,Gadus morhua,0.1125
Platysternon megacephalum,Pseudonaja textilis,0.1125
Poecilia mexicana,Tetraodon nigroviridis,0.1125
Neotoma lepida,Orycteropus afer,0.11250682687056253
Gekko japonicus,Pseudopodoces humilis,0.11250832778147901
Paroedura picta,Tauraco erythrolophus,0.11251015434606011
Cyprinodon variegatus,Takifugu bimaculatus,0.11251387347391786
Haliaeetus leucocephalus,Pogona vitticeps,0.11252511721366376
Alligator sinensis,Anolis carolinensis,0.11254355400696864
Scophthalmus maximus,Tetraodon nigroviridis,0.11255656108597285
Apteryx rowi,Python bivittatus,0.1125776397515528
Takifugu bimaculatus,Xiphophorus maculatus,0.11258278145695365
Mus musculus,Myotis davidii,0.11258673026886383
Paroedura picta,Phoenicopterus ruber,0.1125914315569488
Apteryx australis,Paroedura picta,0.11261346444780636
Crocodylus porosus,Podarcis muralis,0.1126203576341128
Oryzias javanicus,Tetraodon nigroviridis,0.11263250883392226
Elephantulus edwardii,Fukomys damarensis,0.11268446180555555
Aptenodytes forsteri,Gekko japonicus,0.11271067415730338
Poecilia reticulata,Takifugu bimaculatus,0.11272321428571429
Loxodonta africana,Mus pahari,0.11272650653181626
Falco peregrinus,Gekko japonicus,0.1128005657708628
Gadus morhua,Sphaeramia orbicularis,0.11280181086519114
Gulo gulo,Microtus ochrogaster,0.11280684754521964
Echinops telfairi,Gulo gulo,0.11282356948228883
Oryzias javanicus,Takifugu flavidus,0.11283314020857474
Salmo salar,Seriola dumerili,0.11284046692607004
Cervus elaphus,Microtus ochrogaster,0.1128428927680798
Chinchilla lanigera,Erinaceus europaeus,0.11284423407917384
Cervus elaphus,Peromyscus maniculatus,0.11285581683168316
Gallus gallus,Pogona vitticeps,0.11286244099797707
Cervus elaphus,Heterocephalus glaber,0.1128983764281419
Esox lucius,Larimichthys crocea,0.11289932236205227
Poecilia formosa,Takifugu bimaculatus,0.11291208791208791
Gambusia affinis,Hippocampus comes,0.1129127358490566
Terrapene carolina,Thamnophis sirtalis,0.11291787790697674
Liparis tanakae,Salarias fasciatus,0.11296875
Oryzias latipes,Takifugu flavidus,0.11299126637554585
Apteryx australis,Python bivittatus,0.11299486803519061
Cyprinus carpio,Denticeps clupeoides,0.11304971319311663
Hippocampus comes,Takifugu flavidus,0.11306881243063263
Chrysochloris asiatica,Sorex araneus,0.11309257602862254
Elephantulus edwardii,Peromyscus leucopus,0.11309782608695652
Gekko japonicus,Lepidothrix coronata,0.11312801101169993
Salmo salar,Sparus aurata,0.11314760508308895
Gavialis gangeticus,Podarcis muralis,0.1131862404447533
Gadus morhua,Seriola lalandi,0.1131979695431472
Chrysochloris asiatica,Mus caroli,0.11322846283783784
Dasypus novemcinctus,Mus pahari,0.11324175824175824
Poecilia latipinna,Tetraodon nigroviridis,0.11324324324324324
Chrysemys picta,Thamnophis sirtalis,0.11327561327561328
Cervus elaphus,Mus caroli,0.11327879169288861
Cynoglossus semilaevis,Takifugu flavidus,0.1132943143812709
Apteryx australis,Pogona vitticeps,0.11332025677603423
Paroedura picta,Pipra filicauda,0.11332025677603423
Erinaceus europaeus,Microtus ochrogaster,0.11333406018316616
Erinaceus europaeus,Peromyscus maniculatus,0.1133377135348226
Gouania willdenowi,Notothenia coriiceps,0.11337209302325581
Haliaeetus leucocephalus,Podarcis muralis,0.1133816743572841
Esox lucius,Seriola dumerili,0.11338334946757019
Gadus morhua,Stegastes partitus,0.11339285714285714
Poecilia latipinna,Takifugu bimaculatus,0.11344884488448845
Ictalurus punctatus,Labeo rohita,0.11347222222222222
Lates calcarifer,Oncorhynchus mykiss,0.11348205625606207
Falco cherrug,Gekko japonicus,0.11349150141643059
Anolis carolinensis,Apteryx australis,0.11349176646706587
Gallus gallus,Paroedura picta,0.11349748382458663
Platysternon megacephalum,Protobothrops mucrosquamatus,0.11349748382458663
Loxodonta africana,Mus musculus,0.11352782392026578
Pogona vitticeps,Tinamus guttatus,0.11353631694790903
Anser cygnoides,Gekko japonicus,0.11353711790393013
Calidris pugnax,Paroedura picta,0.11354545454545455
Poecilia mexicana,Takifugu bimaculatus,0.1135485651214128
Gekko japonicus,Tinamus guttatus,0.11355243722304284
Nannospalax galili,Sorex araneus,0.11356606274856386
Cyprinodon variegatus,Tetraodon nigroviridis,0.11358635863586358
Notechis scutatus,Platysternon megacephalum,0.1135952208544533
Austrofundulus limnaeus,Notothenia coriiceps,0.11359649122807018
Neopelma chrysocephalum,Paroedura picta,0.11364462209302326
Gekko japonicus,Nothoprocta perdicaria,0.1136518771331058
Dromaius novaehollandiae,Python bivittatus,0.1136759581881533
Cervus elaphus,Jaculus jaculus,0.11367924528301887
Aquila chrysaetos,Python bivittatus,0.11368209255533199
Notothenia coriiceps,Oryzias javanicus,0.11369268897149938
Chelonia mydas,Protobothrops mucrosquamatus,0.11371293800539084
Dipodomys ordii,Sorex araneus,0.11375511131303953
Dromaius novaehollandiae,Pogona vitticeps,0.11376786929884275
